locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
BK054214.1_7_5												Hypothetical
BK054214.1_7_6												Hypothetical
BK054439.1_1												Hypothetical
BK054439.1_2												Hypothetical
BK054439.1_3					phrog_27347	VOG36861	PHROG:phrog_27347	83	3.9e-18	62.3		hypothetical
BK054439.1_4												Hypothetical
BK054439.1_5					phrog_25712	VOG05703	PHROG:phrog_25712	214	3.9e-78	258.0		hypothetical
BK054439.1_6												Hypothetical
BK054439.1_7												Hypothetical
BK054439.1_8												Hypothetical
BK054439.1_9												Hypothetical
BK054439.1_10												Hypothetical
BK059046.1_1		K06980	COG0354				COG:COG0354	286	1.4e-84	280.9		Folate-binding protein YgfZ, synthesis and repair of Fe-S clusters
BK059046.1_2												Hypothetical
BK059046.1_3												Hypothetical
BK059046.1_4												Hypothetical
BK059046.1_5			COG2946		phrog_453	VOG36849	COG:COG2946	453	5.7e-102	337.9		DNA relaxase NicK
BK059046.1_6					phrog_4994		PHROG:phrog_4994	104	3.8e-18	62.2		hypothetical
BK059046.1_7												Hypothetical
BK059046.1_8												Hypothetical
BK059046.1_9												Hypothetical
BK059046.1_10												Hypothetical
BK059046.1_11												Hypothetical
BK059046.1_12												Hypothetical
BK059046.1_13					phrog_1242		PHROG:phrog_1242	98	2.1e-22	75.3		minor head protein
BK059046.1_14		K10954	COG4128		phrog_197	VOG36850	COG:COG4128	387	7.6e-82	272.0		Zona occludens toxin, predicted ATPase
BK059046.1_15		K07486	COG3547		phrog_2199		COG:COG3547	319	2.4e-80	266.9		Transposase
BK019643.1_1		K06180	COG0564		phrog_9266		COG:COG0564	109	6.7e-49	163.5		Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific
BK019643.1_2		K21064	COG0561		phrog_4901		COG:COG0561	271	1.1e-60	202.0		Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases
BK019643.1_3												Hypothetical
BK019643.1_4		K07467	COG2946		phrog_453		KEGG:K07467	335	8.1e-73	241.7		Phage replication initiation protein
BK019643.1_5												Hypothetical
BK019643.1_6												Hypothetical
BK019643.1_7		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	295	4.6e-32	108.0		Zona occludens toxin
BK019643.1_8												Hypothetical
BK019643.1_9												Hypothetical
BK019643.1_10												Hypothetical
BK019643.1_11												Hypothetical
BK019643.1_12					phrog_8		PHROG:phrog_8	77	3.4e-19	65.9		transcriptional regulator
BK019643.1_13												Hypothetical
BK019643.1_14		K08681	COG0311		phrog_31247		COG:COG0311	195	2.1e-84	278.8		Pyridoxal 5'-phosphate synthase subunit PdxT (glutamine amidotransferase)
BK019643.1_15		K06215	COG0214				KEGG:K06215	291	3.1e-163	539.4	4.3.3.6	Pyridoxal 5'-phosphate synthase pdxS subunit
BK019643.1_16		K02005	COG0845				KEGG:K02005	335	2.5e-36	120.6		HlyD family secretion protein
BK056796.1_1	K01990	K01990	COG4152		phrog_293		COG:COG4152	116	9.4e-44	146.6		ABC-type uncharacterized transport system, ATPase component
BK056796.1_2		K07729	COG1476		phrog_3		COG:COG1476	68	2.9e-29	98.9		DNA-binding transcriptional regulator, XRE-family HTH domain
BK056796.1_3												Hypothetical
BK056796.1_4		K09974	COG3738				KEGG:K09974	218	2.5e-62	206.8		Uncharacterized protein
BK056796.1_5		K07482	COG2826		phrog_4646	VOG00376	PHROG:phrog_4646	372	1.5e-106	352.7		transposase
BK056796.1_6												Hypothetical
BK056796.1_7												Hypothetical
BK056796.1_8												Hypothetical
BK056796.1_9												Hypothetical
BK056796.1_10												Hypothetical
BK056796.1_11												Hypothetical
BK056796.1_12												Hypothetical
BK056796.1_13												Hypothetical
BK056796.1_14												Hypothetical
BK056796.1_15												Hypothetical
BK056796.1_16												Hypothetical
BK056796.1_17												Hypothetical
BK056796.1_18		K07467	COG2946		phrog_453	VOG36849	KEGG:K07467	315	4.2e-55	183.4		Phage replication initiation protein
BK056796.1_19												Hypothetical
BK056796.1_20		K02967	COG0052				COG:COG0052	149	1.4e-78	260.6		Ribosomal protein S2
BK014674.1_1					phrog_15214		PHROG:phrog_15214	100	4.9e-39	129.2		hypothetical
BK014674.1_2					phrog_2503		PHROG:phrog_2503	62	5.1e-27	89.7		hypothetical
BK014674.1_3					phrog_702		PHROG:phrog_702	375	4.3e-105	348.0		replication protein
BK014674.1_4												Hypothetical
BK014674.1_5					phrog_1547		PHROG:phrog_1547	110	6.4e-26	86.7		hypothetical
BK014674.1_6					phrog_3679		PHROG:phrog_3679	83	5.5e-23	77.6		hypothetical
BK014674.1_7												Hypothetical
BK014674.1_8					phrog_21195		PHROG:phrog_21195	390	5.1e-78	258.9		hypothetical
BK014674.1_9												Hypothetical
BK014674.1_10					phrog_974		PHROG:phrog_974	97	1.3e-17	61.0		minor head protein
BK014674.1_11		K10954	COG4128		phrog_197	VOG36850	PHROG:phrog_197	365	1.9e-77	257.5		Zot-like toxin
BK014674.1_12		K02453	COG1450		phrog_1012	VOG36874	PHROG:phrog_1012	381	7.1e-117	386.8		assembly (protein IV of M13)
BK059155.1_1												Hypothetical
BK059155.1_2												Hypothetical
BK059155.1_3												Hypothetical
BK059155.1_4												Hypothetical
BK059155.1_5												Hypothetical
BK059155.1_6												Hypothetical
BK059155.1_7												Hypothetical
MT135290.1_1												Hypothetical
MT135290.1_2												Hypothetical
MT135290.1_3												Hypothetical
MT135290.1_4												Hypothetical
MT135290.1_5												Hypothetical
MT135290.1_6												Hypothetical
MT135290.1_7					phrog_25712		PHROG:phrog_25712	226	1.7e-25	86.0		hypothetical
MT135290.1_8												Hypothetical
MT135290.1_9			COG2946		phrog_27843	VOG36858	VOG:VOG36858	381	4.9e-73	242.5		head-tail connector protein
MT135290.1_10												Hypothetical
MT135290.1_11												Hypothetical
MT135311.1_1												Hypothetical
MT135311.1_2												Hypothetical
MT135311.1_3												Hypothetical
MT135311.1_4												Hypothetical
MT135311.1_5												Hypothetical
MT135311.1_6												Hypothetical
MT135311.1_7												Hypothetical
MT135311.1_8												Hypothetical
MT135311.1_9												Hypothetical
MT135311.1_10												Hypothetical
MT135311.1_11					phrog_25712		PHROG:phrog_25712	243	6.1e-25	84.0		hypothetical
MT901799.1_1					phrog_702	VOG06218	VOG:VOG06218	424	1.1e-272	900.3		hypothetical protein
MT901799.1_2					phrog_1199	VOG36851	VOG:VOG36851	91	2.9e-36	119.9		hypothetical protein
MT901799.1_3					phrog_19107	VOG06207	PHROG:phrog_19107	31	2.1e-19	65.5		minor head protein
MT901799.1_4					phrog_28333		PHROG:phrog_28333	34	1.1e-23	79.3		minor head protein
MT901799.1_5					phrog_1646	VOG36872	VOG:VOG36872	83	3.8e-33	109.8		hypothetical protein
MT901799.1_6					phrog_4150	VOG06220, VOG06220	PHROG:phrog_4150	436	1.7e-199	659.4		virion structural protein
MT901799.1_7					phrog_1944	VOG01881	VOG:VOG01881	117	1.9e-44	147.2		Highly immunogenic outer capsid protein
MT901799.1_8		K10954			phrog_1675	VOG36873	VOG:VOG36873	366	2.8e-195	644.6		hypothetical protein
MT901799.1_9		K02666	COG1450		phrog_1012	VOG36874	VOG:VOG36874	382	3.6e-147	486.4		gp6
MT901799.1_10												Hypothetical
MN263053.1_1					phrog_3073		PHROG:phrog_3073	103	7.4e-66	215.5		hypothetical
MN263053.1_2					phrog_34897	VOG36853	PHROG:phrog_34897	124	1.1e-62	207.7		hypothetical
MN263053.1_3					phrog_638	VOG01236	VOG:VOG01236	156	6.9e-50	165.2		hypothetical protein
MN263053.1_4					phrog_2181		PHROG:phrog_2181	56	3.5e-26	87.4		hypothetical
MN263053.1_5					phrog_2969	VOG37001	VOG:VOG37001	347	6.1e-244	804.5		hypothetical protein
MN263053.1_6					phrog_1199	VOG36851	VOG:VOG36851	99	2.1e-36	120.4		hypothetical protein
MN263053.1_7					phrog_969		PHROG:phrog_969	84	1.1e-32	108.6		hypothetical
MN263053.1_8					phrog_2621		PHROG:phrog_2621	43	1.1e-24	82.6		hypothetical
MN263053.1_9					phrog_10432	VOG37075	PHROG:phrog_10432	368	5.1e-143	471.4		hypothetical
MN263053.1_10					phrog_974	VOG03318	PHROG:phrog_974	107	6.9e-38	126.2		minor head protein
MN263053.1_11		K10954	COG4128		phrog_197	VOG36850	COG:COG4128	441	2.5e-101	336.2		Zona occludens toxin, predicted ATPase
MN855893.1_1												Hypothetical
MN855893.1_2		K14059	COG4974		phrog_1	VOG00056	KEGG:K14059	374	1.6e-71	238.6		Integrase
MN855893.1_3												Hypothetical
MN855893.1_4												Hypothetical
MN855893.1_5												Hypothetical
MN855893.1_6												Hypothetical
MN855893.1_7			COG3378		phrog_864	VOG00138	COG:COG3378	476	1.9e-61	204.4		DNA primase, phage- or plasmid-associated
MN855893.1_8					phrog_695	VOG04378	PHROG:phrog_695	273	1.1e-44	149.4		DNA polymerase/primase
MN855893.1_9												Hypothetical
MN855893.1_10												Hypothetical
MN710383.1_1					phrog_29172		PHROG:phrog_29172	513	2e-131	435.3		hypothetical
MN710383.1_2					phrog_37130		PHROG:phrog_37130	89	6.2e-41	133.8		hypothetical
MN710383.1_3					phrog_1864		PHROG:phrog_1864	72	7.5e-40	130.9		hypothetical
MN710383.1_4					phrog_4515		PHROG:phrog_4515	175	1.1e-119	393.9		hypothetical
MN710383.1_5					phrog_10578		PHROG:phrog_10578	128	1.9e-79	260.5		hypothetical
MN710383.1_6					phrog_1144		PHROG:phrog_1144	145	5.4e-92	301.5		single strand DNA binding protein
MN710383.1_7												Hypothetical
MN710383.1_8					phrog_1147		PHROG:phrog_1147	84	3.6e-47	154.8		hypothetical
MN710383.1_9					phrog_2145		PHROG:phrog_2145	83	8e-49	160.1		major head protein
MN710383.1_10					phrog_815		PHROG:phrog_815	446	1.9e-147	488.0		hypothetical
MN710383.1_11					phrog_306		PHROG:phrog_306	119	8.4e-45	148.6		minor head protein Ace-like
MN710383.1_12		K10954	COG4128		phrog_1041	VOG36850	PHROG:phrog_1041	428	2.8e-185	612.7		CTXphi Zot-like toxin
MN710383.1_13												Hypothetical
MN710383.1_14					phrog_1159		PHROG:phrog_1159	331	1.3e-196	649.8		hypothetical
MN710383.1_15		K14059	COG4974		phrog_1	VOG00056	VOG:VOG00056	347	1.6e-66	221.6		Replication-associated protein
MN690600.1_1					phrog_638	VOG01236	PHROG:phrog_638	122	7.6e-50	164.8		transcriptional regulator
MN690600.1_2					phrog_24017		PHROG:phrog_24017	204	5.5e-90	296.7		hypothetical
MN690600.1_3					phrog_3104		PHROG:phrog_3104	72	2.9e-43	142.4		hypothetical
MN690600.1_4			COG2946		phrog_453	VOG36849	PHROG:phrog_453	383	2e-128	425.0		replication initiation protein
MN690600.1_5					phrog_1410	VOG36903	VOG:VOG36903	118	5.6e-56	183.8		Uncharacterized protein L631
MN690600.1_6					phrog_2924	VOG03439	PHROG:phrog_2924	82	4.7e-40	132.2		hypothetical
MN690600.1_7					phrog_6548	VOG36904	VOG:VOG36904	78	3.3e-42	138.8		hypothetical protein
MN690600.1_8					phrog_1698	VOG03342	VOG:VOG03342	492	7.1e-197	651.6		hypothetical protein
MN690600.1_9					phrog_306	VOG03318	VOG:VOG03318	105	3.3e-42	140.0		hypothetical protein
MN690600.1_10		K10954	COG4128		phrog_197	VOG36850	VOG:VOG36850	381	8.9e-106	350.7		Protein OPG159
MN690600.1_11												Hypothetical
MN690600.1_12					phrog_20671		PHROG:phrog_20671	54	2.3e-22	75.1		hypothetical
MH616675.1_1					phrog_20873		PHROG:phrog_20873	84	2.5e-39	129.6		hypothetical
MH616675.1_2												Hypothetical
MH616675.1_3			COG2946		phrog_453	VOG36849	PHROG:phrog_453	454	3.7e-86	282.2		replication initiation protein
MH616675.1_4					phrog_4994		PHROG:phrog_4994	99	2.8e-34	114.0		hypothetical
MH616675.1_5												Hypothetical
MH616675.1_6												Hypothetical
MH616675.1_7					phrog_7568		PHROG:phrog_7568	405	4.9e-45	150.2		hypothetical
MH616675.1_8					phrog_1242		PHROG:phrog_1242	94	1.3e-20	69.7		minor head protein
MH616675.1_9		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	471	8.6e-49	162.7		Zona occludens toxin
MH616675.1_10												Hypothetical
MH616675.1_11												Hypothetical
MH616675.1_12					phrog_23897		PHROG:phrog_23897	149	1.4e-58	193.1		hypothetical
MH616675.1_13					phrog_5219		PHROG:phrog_5219	65	7.4e-18	60.6		hypothetical
MH617011.1_1					phrog_20131		PHROG:phrog_20131	477	7.7e-18	60.5		hypothetical
MH617011.1_2					phrog_1242	VOG01896	PHROG:phrog_1242	93	2.2e-21	72.1		minor head protein
MH617011.1_3												Hypothetical
MH617011.1_4		K10954	COG4128		phrog_197	VOG36850	VOG:VOG36850	304	8e-65	211.7		Protein OPG159
MH617011.1_5												Hypothetical
MH617011.1_6												Hypothetical
MH617011.1_7												Hypothetical
MH617011.1_8			COG2946		phrog_453		COG:COG2946	271	2.7e-21	72.3		DNA relaxase NicK
MH617011.1_9												Hypothetical
MH617011.1_10												Hypothetical
MH617011.1_11												Hypothetical
MH617219.1_1			COG2946		phrog_453		COG:COG2946	268	3.3e-21	72.0		DNA relaxase NicK
MH617219.1_2												Hypothetical
MH617219.1_3												Hypothetical
MH617219.1_4												Hypothetical
MH617219.1_5												Hypothetical
MH617219.1_6												Hypothetical
MH617219.1_7		K10954	COG4128		phrog_197	VOG36850	PHROG:phrog_197	302	4.4e-62	206.7		Zot-like toxin
MH617219.1_8												Hypothetical
MH617219.1_9												Hypothetical
MH617219.1_10												Hypothetical
MH617445.1_1												Hypothetical
MH617445.1_2			COG2946		phrog_453	VOG36849	PHROG:phrog_453	425	9.3e-56	185.7		replication initiation protein
MH617445.1_3												Hypothetical
MH617445.1_4												Hypothetical
MH617445.1_5												Hypothetical
MH617445.1_6												Hypothetical
MH617445.1_7					phrog_25084		PHROG:phrog_25084	99	2.7e-18	62.6		hypothetical
MH617445.1_8					phrog_6334		PHROG:phrog_6334	97	4.7e-28	93.9		hypothetical
MH617445.1_9		K10954	COG4128		phrog_197	VOG36850	VOG:VOG36850	383	2.3e-78	260.3		Protein OPG159
MH617445.1_10					phrog_1242		PHROG:phrog_1242	98	4.9e-19	64.6		minor head protein
MH617445.1_11					phrog_4454	VOG36920	PHROG:phrog_4454	500	1.8e-109	363.2		hypothetical
MH617445.1_12												Hypothetical
MH617445.1_13												Hypothetical
MH617492.1_1					phrog_11698		PHROG:phrog_11698	454	8.7e-81	268.2		hypothetical
MH617492.1_2												Hypothetical
MH617492.1_3												Hypothetical
MH617492.1_4					phrog_7568		PHROG:phrog_7568	455	8.1e-21	69.9		hypothetical
MH617492.1_5												Hypothetical
MH617492.1_6		K10954	COG4128		phrog_197	VOG36850	PHROG:phrog_197	294	1.8e-66	221.4		Zot-like toxin
MH617507.1_1					phrog_11698		PHROG:phrog_11698	459	5.1e-92	304.9		hypothetical
MH617507.1_2												Hypothetical
MH617507.1_3												Hypothetical
MH617507.1_4												Hypothetical
MH617507.1_5												Hypothetical
MH617507.1_6					phrog_7568		PHROG:phrog_7568	453	1.3e-94	314.3		hypothetical
MH617507.1_7												Hypothetical
MH617507.1_8		K10954	COG4128		phrog_1041	VOG36850	KEGG:K10954	469	2.1e-47	157.0		Zona occludens toxin
MH617507.1_9					phrog_19878		PHROG:phrog_19878	56	5.3e-24	80.9		hypothetical
MH622909.1_1												Hypothetical
MH622909.1_2					phrog_3419	VOG36945	PHROG:phrog_3419	284	8.1e-30	99.9		rolling circle DNA replication initiation
MH622909.1_3												Hypothetical
MH622909.1_4												Hypothetical
MH622909.1_5												Hypothetical
MH622909.1_6												Hypothetical
MH622909.1_7												Hypothetical
MH622909.1_8												Hypothetical
MH622909.1_9												Hypothetical
MH622909.1_10												Hypothetical
MH622909.1_11												Hypothetical
MH622909.1_12												Hypothetical
MH622909.1_13		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	128	4.2e-33	111.7		Zona occludens toxin
MH552519.1_1					phrog_25712		PHROG:phrog_25712	283	3.3e-30	101.3		hypothetical
MH552519.1_2					phrog_3419		PHROG:phrog_3419	295	3.8e-19	65.0		rolling circle DNA replication initiation
MH552519.1_3												Hypothetical
MH552519.1_4												Hypothetical
MH552519.1_5												Hypothetical
MH552519.1_6												Hypothetical
MH552519.1_7												Hypothetical
MH552519.1_8												Hypothetical
MH552519.1_9												Hypothetical
MH552519.1_10												Hypothetical
MH552519.1_11												Hypothetical
MH552519.1_12												Hypothetical
MH552519.1_13												Hypothetical
MH552519.1_14												Hypothetical
MH552519.1_15												Hypothetical
MH552519.1_16												Hypothetical
MH552519.1_17												Hypothetical
MH552519.1_18												Hypothetical
MH552537.1_1												Hypothetical
MH552537.1_2												Hypothetical
MH552537.1_3												Hypothetical
MH552537.1_4												Hypothetical
MH552537.1_5												Hypothetical
MH552537.1_6												Hypothetical
MH552537.1_7												Hypothetical
MH552537.1_8												Hypothetical
MH552537.1_9												Hypothetical
MH552537.1_10												Hypothetical
MH552537.1_11												Hypothetical
MH552537.1_12												Hypothetical
MH552537.1_13												Hypothetical
KT779272.1_1					phrog_12901		PHROG:phrog_12901	50	1.6e-33	110.9		hypothetical
KT779272.1_2					phrog_1109		PHROG:phrog_1109	83	2.8e-55	180.7		core encoded pilin
KT779272.1_3					phrog_13612		PHROG:phrog_13612	396	4e-289	954.4		hypothetical
KT779272.1_4		K10952			phrog_306		KEGG:K10952	95	4.9e-41	135.8		Accessory cholera enterotoxin
KT779272.1_5		K10954	COG4128		phrog_30486	VOG36850	PHROG:phrog_30486	400	1.5e-113	370.2		hypothetical
KT779272.1_6		K10928			phrog_1862		KEGG:K10928	259	2.6e-165	544.8	2.4.2.36	Cholera enterotoxin subunit A
KT779272.1_7		K10929			phrog_2040		PHROG:phrog_2040	125	3.1e-89	291.7		enterotoxin CtxB
LC066596.1_1					phrog_9247	VOG36882	VOG:VOG36882	69	5.1e-42	138.3		hypothetical protein
LC066596.1_2			COG2946		phrog_453	VOG36849	VOG:VOG36849	376	1.7e-110	362.4		hypothetical protein
LC066596.1_3					phrog_4994	VOG36884	VOG:VOG36884	104	5.6e-67	219.1		hypothetical protein
LC066596.1_4					phrog_7106	VOG36885	VOG:VOG36885	90	5.8e-60	196.1		hypothetical protein
LC066596.1_5					phrog_12382	VOG36886	VOG:VOG36886	112	2e-77	252.7		hypothetical protein
LC066596.1_6					phrog_13221	VOG36887	PHROG:phrog_13221	427	8.2e-244	805.5		hypothetical
LC066596.1_7					phrog_1242	VOG01896	VOG:VOG01896	92	1.8e-24	82.5		hypothetical protein
LC066596.1_8		K10954	COG4128		phrog_197	VOG36850	VOG:VOG36850	365	6.2e-91	301.8		Protein OPG159
LC066596.1_9					phrog_9651	VOG36888	VOG:VOG36888	203	1.2e-104	344.5		hypothetical protein
LC066596.1_10					phrog_11797	VOG36889	VOG:VOG36889	144	2e-101	332.3		hypothetical protein
LC066596.1_11					phrog_638	VOG01236	VOG:VOG01236	157	4e-49	162.7		hypothetical protein
KP972568.1_1												Hypothetical
KP972568.1_2		K22300	COG1476		phrog_8		PHROG:phrog_8	114	3.2e-23	78.9		transcriptional regulator
KP972568.1_3					phrog_91	VOG01486	PHROG:phrog_91	710	3e-162	537.8		nicking at origin of replication
KP972568.1_4					phrog_5738		PHROG:phrog_5738	107	1.6e-41	137.3		single strand DNA binding protein
KP972568.1_5												Hypothetical
KP972568.1_6					phrog_1109		PHROG:phrog_1109	83	2.8e-54	177.5		core encoded pilin
KP972568.1_7					phrog_13612		PHROG:phrog_13612	396	1.3e-281	929.7		hypothetical
KP972568.1_8		K10952			phrog_306		KEGG:K10952	95	4.9e-41	135.8		Accessory cholera enterotoxin
KP972568.1_9		K10954	COG4128		phrog_30486	VOG36850	PHROG:phrog_30486	400	1.4e-104	341.0		hypothetical
KP972569.1_1												Hypothetical
KP972569.1_2		K22300	COG1476		phrog_8		PHROG:phrog_8	114	3.2e-23	78.9		transcriptional regulator
KP972569.1_3					phrog_91	VOG01486	PHROG:phrog_91	710	3e-162	537.8		nicking at origin of replication
KP972569.1_4					phrog_5738		PHROG:phrog_5738	107	1.6e-41	137.3		single strand DNA binding protein
KP972569.1_5												Hypothetical
KP972569.1_6					phrog_1109		PHROG:phrog_1109	83	2.8e-54	177.5		core encoded pilin
KP972569.1_7					phrog_13612		PHROG:phrog_13612	396	1.3e-281	929.7		hypothetical
KP972569.1_8		K10952			phrog_306		KEGG:K10952	95	4.9e-41	135.8		Accessory cholera enterotoxin
KP972569.1_9		K10954	COG4128		phrog_30486	VOG36850	PHROG:phrog_30486	400	1.4e-104	341.0		hypothetical
KM352500.1_1					phrog_6106		PHROG:phrog_6106	184	1.8e-136	448.2		hypothetical
KM352500.1_2			COG1476		phrog_8		PHROG:phrog_8	113	2.7e-27	92.2		transcriptional regulator
KM352500.1_3			COG2946		phrog_453	VOG36849	PHROG:phrog_453	360	1.6e-133	441.8		replication initiation protein
KM352500.1_4					phrog_929	VOG37098	VOG:VOG37098	127	1.3e-73	241.6		hypothetical protein
KM352500.1_5												Hypothetical
KM352500.1_6					phrog_1109		PHROG:phrog_1109	83	2.8e-55	180.7		core encoded pilin
KM352500.1_7					phrog_13612		PHROG:phrog_13612	396	4e-289	954.4		hypothetical
KM352500.1_8		K10952			phrog_306		KEGG:K10952	95	4.9e-41	135.8		Accessory cholera enterotoxin
KM352500.1_9		K10954	COG4128		phrog_30486	VOG36850	PHROG:phrog_30486	400	1.5e-113	370.2		hypothetical
KM352500.1_10		K10928			phrog_1862		KEGG:K10928	259	2.6e-165	544.8	2.4.2.36	Cholera enterotoxin subunit A
KM352500.1_11		K10929			phrog_2040		PHROG:phrog_2040	125	3.1e-89	291.7		enterotoxin CtxB
KM352500.1_12					phrog_18371		PHROG:phrog_18371	50	3.1e-28	92.8		hypothetical
KF664568.1_1					phrog_6106		PHROG:phrog_6106	150	1.7e-109	360.2		hypothetical
KF664568.1_2			COG1476		phrog_8		PHROG:phrog_8	113	2.7e-27	92.2		transcriptional regulator
KF664568.1_3			COG2946		phrog_453	VOG36849	PHROG:phrog_453	360	1.6e-133	441.8		replication initiation protein
KF664568.1_4					phrog_929	VOG37098	VOG:VOG37098	127	1.3e-73	241.6		hypothetical protein
KF664568.1_5												Hypothetical
KF664568.1_6					phrog_1109		PHROG:phrog_1109	83	2.8e-55	180.7		core encoded pilin
KF664568.1_7					phrog_13612		PHROG:phrog_13612	396	4e-289	954.4		hypothetical
KF664568.1_8		K10952			phrog_306		KEGG:K10952	95	4.9e-41	135.8		Accessory cholera enterotoxin
KF664568.1_9		K10954	COG4128		phrog_30486	VOG36850	PHROG:phrog_30486	400	1.5e-113	370.2		hypothetical
KF664568.1_10		K10928			phrog_1862		KEGG:K10928	259	2.6e-165	544.8	2.4.2.36	Cholera enterotoxin subunit A
KF664568.1_11		K10929			phrog_2040		PHROG:phrog_2040	125	1.1e-88	289.9		enterotoxin CtxB
KF664568.1_12			COG1476		phrog_8		PHROG:phrog_8	113	2.7e-27	92.2		transcriptional regulator
KF664568.1_13			COG2946		phrog_453	VOG36849	PHROG:phrog_453	360	1.6e-133	441.8		replication initiation protein
KF664568.1_14					phrog_929	VOG37098	VOG:VOG37098	124	1.2e-68	225.6		hypothetical protein
KF664568.1_15					phrog_6488		PHROG:phrog_6488	75	7.6e-46	150.6		anti-repressor
KF664568.1_16		K10953			phrog_18371		PHROG:phrog_18371	61	8.3e-36	118.0		hypothetical
KF664579.1_1			COG1476		phrog_8		PHROG:phrog_8	113	2.7e-27	92.2		transcriptional regulator
KF664579.1_2			COG2946		phrog_453	VOG36849	PHROG:phrog_453	360	1.6e-133	441.8		replication initiation protein
KF664579.1_3					phrog_929	VOG37098	VOG:VOG37098	127	1.3e-73	241.6		hypothetical protein
KF664579.1_4												Hypothetical
KF664579.1_5					phrog_1109		PHROG:phrog_1109	83	2.8e-55	180.7		core encoded pilin
KF664579.1_6					phrog_13612		PHROG:phrog_13612	396	4e-289	954.4		hypothetical
KF664579.1_7		K10952			phrog_306		KEGG:K10952	95	4.9e-41	135.8		Accessory cholera enterotoxin
KF664579.1_8		K10954	COG4128		phrog_30486	VOG36850	PHROG:phrog_30486	400	1.5e-113	370.2		hypothetical
KF664579.1_9		K19272	COG3231		phrog_15084		KEGG:K19272	272	1e-145	480.1	2.7.1.95	Aminoglycoside 3'-phosphotransferase I
KF664579.1_10		K10929			phrog_2040		PHROG:phrog_2040	68	8.3e-45	148.1		enterotoxin CtxB
AB572858.1_1					phrog_1698	VOG03342	VOG:VOG03342	494	7.5e-249	823.0		hypothetical protein
AB572858.1_2					phrog_306	VOG03318	VOG:VOG03318	105	1.1e-42	141.5		hypothetical protein
AB572858.1_3		K10954	COG4128		phrog_197	VOG36850	VOG:VOG36850	385	1.7e-109	363.0		Protein OPG159
AB572858.1_4					phrog_1668	VOG06407	VOG:VOG06407	125	4.5e-78	256.2		hypothetical protein
AB572858.1_5					phrog_638	VOG01236	VOG:VOG01236	155	1.1e-59	197.1		hypothetical protein
AB572858.1_6					phrog_5006	VOG36997	VOG:VOG36997	83	6.6e-60	196.1		hypothetical protein
AB572858.1_7					phrog_2419	VOG37025	VOG:VOG37025	68	1.6e-52	171.9		putative viral structural protein
AB572858.1_8			COG2946		phrog_453	VOG36849	VOG:VOG36849	368	5e-141	466.2		hypothetical protein
AB572858.1_9					phrog_1410	VOG36903	VOG:VOG36903	113	1.1e-66	218.2		Uncharacterized protein L631
AB572858.1_10												Hypothetical
AB572858.1_11					phrog_3354	VOG36904	VOG:VOG36904	45	5.4e-27	90.1		hypothetical protein
GQ466609.1_1												Hypothetical
GQ466609.1_2			COG1476		phrog_8		PHROG:phrog_8	112	8.7e-24	80.8		transcriptional regulator
GQ466609.1_3			COG2946		phrog_453	VOG36849	PHROG:phrog_453	360	1.6e-133	441.8		replication initiation protein
GQ466609.1_4					phrog_929	VOG37098	VOG:VOG37098	127	1.4e-72	238.3		hypothetical protein
GQ466609.1_5												Hypothetical
GQ466609.1_6					phrog_1109		PHROG:phrog_1109	83	2.8e-55	180.7		core encoded pilin
GQ466609.1_7					phrog_13612		PHROG:phrog_13612	396	4e-289	954.4		hypothetical
GQ466609.1_8		K10952			phrog_306		KEGG:K10952	95	4.9e-41	135.8		Accessory cholera enterotoxin
GQ466609.1_9		K10954	COG4128		phrog_30486	VOG36850	PHROG:phrog_30486	400	1.5e-113	370.2		hypothetical
GQ466609.1_10		K10928			phrog_1862		KEGG:K10928	259	2.6e-165	544.8	2.4.2.36	Cholera enterotoxin subunit A
GQ466609.1_11		K10929			phrog_2040		PHROG:phrog_2040	125	3.1e-89	291.7		enterotoxin CtxB
GQ466609.1_12												Hypothetical
GQ466609.1_13			COG1476		phrog_8		PHROG:phrog_8	112	8.7e-24	80.8		transcriptional regulator
GQ466609.1_14			COG2946		phrog_453	VOG36849	PHROG:phrog_453	360	1.6e-133	441.8		replication initiation protein
GQ466609.1_15					phrog_929	VOG37098	VOG:VOG37098	127	1.4e-72	238.3		hypothetical protein
GQ466609.1_16												Hypothetical
GQ466609.1_17					phrog_1109		PHROG:phrog_1109	83	2.8e-55	180.7		core encoded pilin
GQ466609.1_18					phrog_13612		PHROG:phrog_13612	396	4e-289	954.4		hypothetical
GQ466609.1_19		K10952			phrog_306		KEGG:K10952	95	4.9e-41	135.8		Accessory cholera enterotoxin
GQ466609.1_20		K10954	COG4128		phrog_30486	VOG36850	PHROG:phrog_30486	400	1.5e-113	370.2		hypothetical
GQ466609.1_21		K10928			phrog_1862		KEGG:K10928	259	2.6e-165	544.8	2.4.2.36	Cholera enterotoxin subunit A
GQ466609.1_22		K10929			phrog_2040		PHROG:phrog_2040	125	3.1e-89	291.7		enterotoxin CtxB
