locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
AY848684.1_14					phrog_5863	VOG06972	VOG:VOG06972	396	8.9e-177	583.8		hypothetical protein
AY848684.1_15					phrog_15626	VOG37085	PHROG:phrog_15626	48	1.1e-38	127.0		hypothetical
AY848684.1_16					phrog_14462	VOG36854	PHROG:phrog_14462	91	7.9e-53	173.2		hypothetical
AY848684.1_17					phrog_8052	VOG03248	PHROG:phrog_8052	55	6.6e-34	111.6		membrane DNA delivery
AY848684.1_18					phrog_8052	VOG03248	PHROG:phrog_8052	69	1.3e-33	110.5		membrane DNA delivery
AY848684.1_19					phrog_15441	VOG37089	VOG:VOG37089	85	7.5e-61	198.4		hypothetical protein
AY848684.1_20					phrog_16567	VOG37091	PHROG:phrog_16567	208	1.3e-142	468.7		hypothetical
AY848684.1_21					phrog_15637	VOG37092	PHROG:phrog_15637	118	1.4e-82	269.8		hypothetical
AY848684.1_22		K08309	COG0741	GH23	phrog_13449	VOG37093	VOG:VOG37093	270	1.1e-182	601.7		hypothetical protein
AY848684.1_23					phrog_785	VOG00193	PHROG:phrog_785	118	5.4e-31	102.8		holin
AY848684.1_24						VOG37094	VOG:VOG37094	122	2.4e-66	217.4		hypothetical protein
AY848684.1_25					phrog_15890	VOG37095	PHROG:phrog_15890	95	2.6e-66	216.2		single strand DNA binding protein
AY848684.1_26					phrog_14847	VOG37096	PHROG:phrog_14847	161	6e-109	357.2		single strand DNA binding protein
AY848684.1_27												Hypothetical
AY848685.1_1					phrog_15886	VOG37077	PHROG:phrog_15886	260	3.4e-181	596.2		hypothetical
AY848685.1_2			COG0417		phrog_1907	VOG00710	PHROG:phrog_1907	554	2.5e-124	412.6		DNA polymerase
AY848685.1_3					phrog_2860	VOG02356	PHROG:phrog_2860	150	5.4e-38	124.5		endolysin
AY848685.1_4					phrog_16118	VOG37078	PHROG:phrog_16118	592	0.0	1360.7		hypothetical
AY848685.1_5					phrog_15879	VOG37079	PHROG:phrog_15879	127	1.2e-89	292.9		hypothetical
AY848685.1_6					phrog_15674	VOG37079	PHROG:phrog_15674	341	1.1e-231	763.8		major spike protein
AY848685.1_7					phrog_15795	VOG37080	PHROG:phrog_15795	84	8.5e-58	188.7		hypothetical
AY848685.1_8					phrog_14809	VOG37081	PHROG:phrog_14809	69	8.3e-50	162.9		hypothetical
AY848685.1_9					phrog_15059	VOG37082	PHROG:phrog_15059	167	6.8e-106	347.4		minor head protein
AY848685.1_10					phrog_14814	VOG37084	PHROG:phrog_14814	108	1.5e-72	239.7		hypothetical
AY848685.1_11					phrog_2666	VOG01157	VOG:VOG01157	228	1.1e-62	207.8		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
AY848685.1_12					phrog_15703	VOG37083	VOG:VOG37083	43	5e-34	111.9		hypothetical protein
AY848685.1_13					phrog_16195	VOG37086	VOG:VOG37086	43	1.1e-35	117.2		Cysteine dioxygenase
AY848685.1_14					phrog_5863	VOG06972	VOG:VOG06972	396	9.9e-177	583.7		hypothetical protein
AY848685.1_15					phrog_15626	VOG37085	PHROG:phrog_15626	48	1.1e-38	127.0		hypothetical
AY848685.1_16					phrog_14462	VOG36854	PHROG:phrog_14462	91	7.9e-53	173.2		hypothetical
AY848685.1_17					phrog_8052	VOG03248	PHROG:phrog_8052	55	6.6e-34	111.6		membrane DNA delivery
AY848685.1_18					phrog_8052	VOG03248	PHROG:phrog_8052	69	1.3e-33	110.5		membrane DNA delivery
AY848685.1_19					phrog_15441	VOG37089	VOG:VOG37089	85	7.5e-61	198.4		hypothetical protein
AY848685.1_20					phrog_16567	VOG37091	PHROG:phrog_16567	208	1.3e-142	468.7		hypothetical
AY848685.1_21					phrog_15637	VOG37092	PHROG:phrog_15637	118	1.4e-82	269.8		hypothetical
AY848685.1_22		K08309	COG0741	GH23	phrog_13449	VOG37093	VOG:VOG37093	270	1.1e-182	601.7		hypothetical protein
AY848685.1_23					phrog_785	VOG00193	PHROG:phrog_785	118	5.4e-31	102.8		holin
AY848685.1_24						VOG37094	VOG:VOG37094	122	2.4e-66	217.4		hypothetical protein
AY848685.1_25					phrog_15890	VOG37095	PHROG:phrog_15890	95	4.6e-66	215.4		single strand DNA binding protein
AY848685.1_26					phrog_14847	VOG37096	PHROG:phrog_14847	161	6e-109	357.2		single strand DNA binding protein
AY848685.1_27												Hypothetical
AY848686.1_1					phrog_15886	VOG37077	VOG:VOG37077	260	1.7e-183	603.7		hypothetical protein
AY848686.1_2			COG0417		phrog_1907	VOG00710	PHROG:phrog_1907	554	4e-124	411.9		DNA polymerase
AY848686.1_3					phrog_2860	VOG02356	PHROG:phrog_2860	150	5.4e-36	118.0		endolysin
AY848686.1_4					phrog_16118	VOG37078	VOG:VOG37078	597	0.0	1345.3		hypothetical protein
AY848686.1_5					phrog_15879	VOG37079	PHROG:phrog_15879	127	6.6e-85	277.6		hypothetical
AY848686.1_6					phrog_15674	VOG37079	PHROG:phrog_15674	341	3.4e-224	739.2		major spike protein
AY848686.1_7					phrog_15795	VOG37080	VOG:VOG37080	87	1.1e-62	204.4		hypothetical protein
AY848686.1_8					phrog_14809	VOG37081	VOG:VOG37081	69	2e-49	161.7		hypothetical protein
AY848686.1_9					phrog_15059	VOG37082	VOG:VOG37082	167	3.6e-106	348.4		hypothetical protein
AY848686.1_10					phrog_14814	VOG37084	VOG:VOG37084	108	2.2e-71	235.9		hypothetical protein
AY848686.1_11					phrog_2666	VOG01157	VOG:VOG01157	228	1.1e-63	211.1		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
AY848686.1_12					phrog_15703	VOG37083	VOG:VOG37083	43	5e-34	111.9		hypothetical protein
AY848686.1_13					phrog_16195	VOG37086	VOG:VOG37086	43	1.1e-35	117.2		Cysteine dioxygenase
AY848686.1_14					phrog_5863	VOG06972	VOG:VOG06972	396	8.9e-177	583.8		hypothetical protein
AY848686.1_15					phrog_15626	VOG37085	PHROG:phrog_15626	48	1.1e-38	127.0		hypothetical
AY848686.1_16					phrog_14462	VOG36854	PHROG:phrog_14462	91	7.9e-53	173.2		hypothetical
AY848686.1_17					phrog_8052	VOG03248	PHROG:phrog_8052	55	6.6e-34	111.6		membrane DNA delivery
AY848686.1_18					phrog_8052	VOG03248	PHROG:phrog_8052	69	1.3e-33	110.5		membrane DNA delivery
AY848686.1_19					phrog_15441	VOG37089	VOG:VOG37089	85	4.5e-61	199.1		hypothetical protein
AY848686.1_20					phrog_16567	VOG37091	VOG:VOG37091	208	2.3e-143	471.1		hypothetical protein
AY848686.1_21					phrog_15637	VOG37092	VOG:VOG37092	118	1.1e-82	270.2		hypothetical protein
AY848686.1_22		K08309	COG0741	GH23	phrog_13449	VOG37093	VOG:VOG37093	270	2e-183	604.1		hypothetical protein
AY848686.1_23					phrog_785	VOG00193	PHROG:phrog_785	118	5.4e-31	102.8		holin
AY848686.1_24						VOG37094	VOG:VOG37094	121	5.8e-82	267.8		hypothetical protein
AY848686.1_25					phrog_15890	VOG37095	VOG:VOG37095	95	3.1e-67	219.1		Protein Ku
AY848686.1_26					phrog_14847	VOG37096	VOG:VOG37096	160	1.1e-107	353.2		hypothetical protein
AY848686.1_27												Hypothetical
AY848687.1_1												Hypothetical
AY848687.1_2					phrog_15886	VOG37077	VOG:VOG37077	260	7.4e-183	601.7		hypothetical protein
AY848687.1_3			COG0417		phrog_1907	VOG00710	PHROG:phrog_1907	554	6e-124	411.3		DNA polymerase
AY848687.1_4					phrog_2860	VOG02356	PHROG:phrog_2860	150	2e-38	125.9		endolysin
AY848687.1_5					phrog_16118	VOG37078	PHROG:phrog_16118	592	0.0	1364.3		hypothetical
AY848687.1_6					phrog_15879	VOG37079	PHROG:phrog_15879	127	1.2e-89	292.9		hypothetical
AY848687.1_7					phrog_15674	VOG37079	PHROG:phrog_15674	341	3.9e-231	762.0		major spike protein
AY848687.1_8					phrog_15795	VOG37080	VOG:VOG37080	87	1.1e-62	204.4		hypothetical protein
AY848687.1_9					phrog_14809	VOG37081	VOG:VOG37081	69	1e-49	162.6		hypothetical protein
AY848687.1_10					phrog_15059	VOG37082	PHROG:phrog_15059	167	9.4e-105	343.7		minor head protein
AY848687.1_11					phrog_14814	VOG37084	PHROG:phrog_14814	108	1.3e-72	239.9		hypothetical
AY848687.1_12					phrog_2666	VOG01157	VOG:VOG01157	228	1.6e-63	210.5		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
AY848687.1_13					phrog_15703	VOG37083	VOG:VOG37083	43	5e-34	111.9		hypothetical protein
AY848687.1_14					phrog_16195	VOG37086	VOG:VOG37086	43	1.1e-35	117.2		Cysteine dioxygenase
AY848687.1_15					phrog_5863	VOG06972	VOG:VOG06972	396	1.6e-176	583.0		hypothetical protein
AY848687.1_16					phrog_15626	VOG37085	VOG:VOG37085	48	1.6e-38	126.4		hypothetical protein
AY848687.1_17					phrog_14462	VOG36854	PHROG:phrog_14462	91	1.5e-52	172.3		hypothetical
AY848687.1_18					phrog_8052	VOG03248	PHROG:phrog_8052	55	6.6e-34	111.6		membrane DNA delivery
AY848687.1_19					phrog_8052	VOG03248	PHROG:phrog_8052	69	1.3e-33	110.5		membrane DNA delivery
AY848687.1_20					phrog_15441	VOG37089	PHROG:phrog_15441	85	1.4e-60	197.4		minor head protein
AY848687.1_21					phrog_16567	VOG37091	PHROG:phrog_16567	208	1.5e-142	468.5		hypothetical
AY848687.1_22					phrog_15637	VOG37092	PHROG:phrog_15637	118	4e-82	268.3		hypothetical
AY848687.1_23		K08309	COG0741	GH23	phrog_13449	VOG37093	VOG:VOG37093	270	2.2e-183	604.1		hypothetical protein
AY848687.1_24					phrog_785	VOG00193	PHROG:phrog_785	118	1.6e-30	101.4		holin
AY848687.1_25						VOG37094	VOG:VOG37094	121	7.5e-76	248.1		hypothetical protein
AY848687.1_26					phrog_15890	VOG37095	VOG:VOG37095	95	9.2e-66	214.4		Protein Ku
AY848687.1_27					phrog_14847	VOG37096	PHROG:phrog_14847	161	7.3e-109	357.0		single strand DNA binding protein
AY848687.1_28												Hypothetical
AY848688.1_1					phrog_15886	VOG37077	VOG:VOG37077	260	1.7e-183	603.7		hypothetical protein
AY848688.1_2			COG0417		phrog_1907	VOG00710	PHROG:phrog_1907	554	9.9e-125	413.9		DNA polymerase
AY848688.1_3					phrog_2860	VOG02356	PHROG:phrog_2860	150	5.5e-38	124.4		endolysin
AY848688.1_4					phrog_16118	VOG37078	PHROG:phrog_16118	592	0.0	1357.9		hypothetical
AY848688.1_5					phrog_15879	VOG37079	PHROG:phrog_15879	127	1.2e-89	292.9		hypothetical
AY848688.1_6					phrog_15674	VOG37079	PHROG:phrog_15674	341	3.1e-231	762.3		major spike protein
AY848688.1_7					phrog_15795	VOG37080	VOG:VOG37080	87	9.6e-62	201.4		hypothetical protein
AY848688.1_8					phrog_14809	VOG37081	PHROG:phrog_14809	69	1.5e-49	162.1		hypothetical
AY848688.1_9					phrog_15059	VOG37082	PHROG:phrog_15059	167	1.1e-102	337.0		minor head protein
AY848688.1_10					phrog_14814	VOG37084	PHROG:phrog_14814	108	1.3e-72	239.9		hypothetical
AY848688.1_11					phrog_2666	VOG01157	VOG:VOG01157	228	1.6e-63	210.5		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
AY848688.1_12					phrog_15703	VOG37083	VOG:VOG37083	43	5e-34	111.9		hypothetical protein
AY848688.1_13					phrog_16195	VOG37086	VOG:VOG37086	43	1.1e-35	117.2		Cysteine dioxygenase
AY848688.1_14					phrog_5863	VOG06972	VOG:VOG06972	396	8.9e-177	583.8		hypothetical protein
AY848688.1_15					phrog_15626	VOG37085	VOG:VOG37085	48	1.6e-38	126.4		hypothetical protein
AY848688.1_16					phrog_14462	VOG36854	PHROG:phrog_14462	91	1.5e-52	172.3		hypothetical
AY848688.1_17					phrog_8052	VOG03248	PHROG:phrog_8052	55	6.6e-34	111.6		membrane DNA delivery
AY848688.1_18					phrog_8052	VOG03248	PHROG:phrog_8052	69	1.3e-33	110.5		membrane DNA delivery
AY848688.1_19					phrog_15441	VOG37089	VOG:VOG37089	85	4.5e-61	199.1		hypothetical protein
AY848688.1_20					phrog_16567	VOG37091	PHROG:phrog_16567	208	1.8e-141	464.9		hypothetical
AY848688.1_21					phrog_15637	VOG37092	PHROG:phrog_15637	118	1.3e-82	270.0		hypothetical
AY848688.1_22		K08309	COG0741	GH23	phrog_13449	VOG37093	VOG:VOG37093	270	7e-182	599.1		hypothetical protein
AY848688.1_23					phrog_785	VOG00193	PHROG:phrog_785	118	5.4e-31	102.8		holin
AY848688.1_24						VOG37094	VOG:VOG37094	121	3.4e-81	265.3		hypothetical protein
AY848688.1_25					phrog_15890	VOG37095	VOG:VOG37095	95	5.8e-67	218.3		Protein Ku
AY848688.1_26					phrog_14847	VOG37096	PHROG:phrog_14847	161	9.3e-109	356.6		single strand DNA binding protein
AY848688.1_27												Hypothetical
AY848689.1_1												Hypothetical
AY848689.1_2					phrog_15886	VOG37077	VOG:VOG37077	260	1.7e-183	603.7		hypothetical protein
AY848689.1_3			COG0417		phrog_1907	VOG00710	PHROG:phrog_1907	554	1.3e-124	413.5		DNA polymerase
AY848689.1_4					phrog_2860	VOG02356	PHROG:phrog_2860	150	4.8e-38	124.7		endolysin
AY848689.1_5					phrog_16118	VOG37078	PHROG:phrog_16118	592	0.0	1362.2		hypothetical
AY848689.1_6					phrog_15879	VOG37079	PHROG:phrog_15879	127	1.2e-89	292.9		hypothetical
AY848689.1_7					phrog_15674	VOG37079	PHROG:phrog_15674	341	3.7e-231	762.1		major spike protein
AY848689.1_8					phrog_15795	VOG37080	VOG:VOG37080	87	1.1e-62	204.4		hypothetical protein
AY848689.1_9					phrog_14809	VOG37081	VOG:VOG37081	69	8.2e-50	162.9		hypothetical protein
AY848689.1_10					phrog_15059	VOG37082	VOG:VOG37082	167	2.1e-106	349.1		hypothetical protein
AY848689.1_11					phrog_14814	VOG37084	PHROG:phrog_14814	108	5.7e-72	237.8		hypothetical
AY848689.1_12					phrog_2666	VOG01157	VOG:VOG01157	228	1.6e-63	210.5		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
AY848689.1_13					phrog_15703	VOG37083	VOG:VOG37083	43	5e-34	111.9		hypothetical protein
AY848689.1_14					phrog_16195	VOG37086	VOG:VOG37086	43	1.1e-35	117.2		Cysteine dioxygenase
AY848689.1_15					phrog_5863	VOG06972	VOG:VOG06972	396	9.9e-178	587.0		hypothetical protein
AY848689.1_16					phrog_15626	VOG37085	VOG:VOG37085	48	1.6e-38	126.4		hypothetical protein
AY848689.1_17					phrog_14462	VOG36854	PHROG:phrog_14462	91	7.9e-53	173.2		hypothetical
AY848689.1_18					phrog_8052	VOG03248	PHROG:phrog_8052	55	6.6e-34	111.6		membrane DNA delivery
AY848689.1_19					phrog_8052	VOG03248	PHROG:phrog_8052	69	1.3e-33	110.5		membrane DNA delivery
AY848689.1_20					phrog_15441	VOG37089	VOG:VOG37089	85	7.5e-61	198.4		hypothetical protein
AY848689.1_21					phrog_16567	VOG37091	VOG:VOG37091	208	2.4e-143	471.1		hypothetical protein
AY848689.1_22					phrog_15637	VOG37092	VOG:VOG37092	118	7e-83	270.8		hypothetical protein
AY848689.1_23		K08309	COG0741	GH23	phrog_13449	VOG37093	VOG:VOG37093	266	4.1e-179	590.0		hypothetical protein
AY848689.1_24					phrog_785	VOG00193	PHROG:phrog_785	118	1.1e-30	101.8		holin
AY848689.1_25						VOG37094	VOG:VOG37094	121	5.8e-82	267.8		hypothetical protein
AY848689.1_26					phrog_15890	VOG37095	VOG:VOG37095	95	2.8e-67	219.3		Protein Ku
AY848689.1_27					phrog_14847	VOG37096	PHROG:phrog_14847	161	7.3e-109	357.0		single strand DNA binding protein
AY848689.1_28												Hypothetical
AY701338.1_1_1												Hypothetical
AY701338.1_1_2					phrog_6243	VOG02756	PHROG:phrog_6243	167	1e-71	236.0		single strand DNA binding protein
AY701338.1_1_3					phrog_9076	VOG37026	VOG:VOG37026	75	1.2e-45	150.1		hypothetical protein
AY701338.1_1_4					phrog_8330	VOG37028	VOG:VOG37028	246	1.9e-132	436.8		tail fiber protein
AY701338.1_1_5												Hypothetical
AY701338.1_2_1												Hypothetical
AY701338.1_4_1		K21237			phrog_1907	VOG00710	PHROG:phrog_1907	640	7.5e-141	467.1		DNA polymerase
AY701338.1_4_2					phrog_3502		PHROG:phrog_3502	67	1.4e-24	82.7		hypothetical
AY701338.1_4_3												Hypothetical
AY701338.1_4_4					phrog_19626		PHROG:phrog_19626	85	4.3e-60	196.1		hypothetical
AY701338.1_4_5					phrog_8764	VOG37056	PHROG:phrog_8764	123	1e-63	209.2		virion structural protein
AY701338.1_4_6					phrog_9100	VOG37029	PHROG:phrog_9100	81	1.3e-52	172.3		hypothetical
AY701338.1_4_7					phrog_29621	VOG37220	VOG:VOG37220	103	1.5e-69	226.9		hypothetical protein
AY701338.1_4_8					phrog_2666	VOG01157	PHROG:phrog_2666	213	2.6e-78	259.0		terminase large subunit
AY701338.1_4_9					phrog_8056	VOG37030	PHROG:phrog_8056	47	1.3e-33	110.8		hypothetical
AY701338.1_4_10					phrog_7771	VOG37031	PHROG:phrog_7771	47	9.3e-34	111.3		hypothetical
AY701338.1_4_11					phrog_9939	VOG37222	PHROG:phrog_9939	90	3.5e-57	187.0		hypothetical
AY701338.1_4_12					phrog_5863	VOG06972	PHROG:phrog_5863	357	5.4e-194	640.0		minor head protein
AY701338.1_4_13					phrog_8076	VOG37032	PHROG:phrog_8076	77	1.6e-47	155.9		hypothetical
AY701338.1_4_14					phrog_4898	VOG00675	PHROG:phrog_4898	53	1.1e-27	92.1		holin
AY701338.1_4_15					phrog_9080	VOG37033	PHROG:phrog_9080	144	2.4e-93	306.0		hypothetical
AY701338.1_4_16					phrog_15071	VOG37034	VOG:VOG37034	59	8.6e-37	121.4		hypothetical protein
AY701338.1_4_17					phrog_13072	VOG37035	PHROG:phrog_13072	49	8.6e-35	114.6		hypothetical
AY701338.1_4_18					phrog_7846	VOG37036	PHROG:phrog_7846	92	9.3e-51	166.3		hypothetical
AY701338.1_4_19					phrog_8814	VOG37224	VOG:VOG37224	205	6.8e-144	472.8		hypothetical protein
AY701338.1_4_20		K02395	COG1705	GH73	phrog_8251	VOG37037	PHROG:phrog_8251	251	6.4e-165	542.8		endolysin
AY701338.1_4_21					phrog_8240	VOG37038	PHROG:phrog_8240	171	9.8e-113	369.7		pentameric base spike protein
AY701338.1_4_22					phrog_9224	VOG37039	PHROG:phrog_9224	298	5.8e-181	596.3		hypothetical
AY701338.1_4_23					phrog_10120	VOG37223	VOG:VOG37223	294	1.4e-209	690.0		hypothetical protein
AY701338.1_4_24	K01448	K01448	COG0860		phrog_435	VOG37273	VOG:VOG37273	264	9e-168	552.8		virion structural protein
AY441783.1_1					phrog_15886	VOG37077	VOG:VOG37077	260	1.7e-183	603.7		hypothetical protein
AY441783.1_2			COG0417		phrog_1907	VOG00710	PHROG:phrog_1907	554	9.9e-125	413.9		DNA polymerase
AY441783.1_3					phrog_2860	VOG02356	PHROG:phrog_2860	150	5.5e-38	124.4		endolysin
AY441783.1_4					phrog_16118	VOG37078	PHROG:phrog_16118	592	0.0	1357.9		hypothetical
AY441783.1_5					phrog_15879	VOG37079	PHROG:phrog_15879	127	1.2e-89	292.9		hypothetical
AY441783.1_6					phrog_15674	VOG37079	PHROG:phrog_15674	341	3.1e-231	762.3		major spike protein
AY441783.1_7					phrog_15795	VOG37080	VOG:VOG37080	87	9.6e-62	201.4		hypothetical protein
AY441783.1_8					phrog_14809	VOG37081	PHROG:phrog_14809	69	1.5e-49	162.1		hypothetical
AY441783.1_9					phrog_15059	VOG37082	PHROG:phrog_15059	167	1.6e-103	339.8		minor head protein
AY441783.1_10					phrog_14814	VOG37084	PHROG:phrog_14814	108	1.3e-72	239.9		hypothetical
AY441783.1_11					phrog_2666	VOG01157	VOG:VOG01157	228	1.6e-63	210.5		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
AY441783.1_12					phrog_15703	VOG37083	VOG:VOG37083	43	5e-34	111.9		hypothetical protein
AY441783.1_13					phrog_16195	VOG37086	VOG:VOG37086	43	1.1e-35	117.2		Cysteine dioxygenase
AY441783.1_14					phrog_5863	VOG06972	VOG:VOG06972	396	8.9e-177	583.8		hypothetical protein
AY441783.1_15					phrog_15626	VOG37085	VOG:VOG37085	48	1.6e-38	126.4		hypothetical protein
AY441783.1_16					phrog_14462	VOG36854	PHROG:phrog_14462	91	7.9e-53	173.2		hypothetical
AY441783.1_17					phrog_8052	VOG03248	PHROG:phrog_8052	55	6.6e-34	111.6		membrane DNA delivery
AY441783.1_18					phrog_8052	VOG03248	PHROG:phrog_8052	69	1.3e-33	110.5		membrane DNA delivery
AY441783.1_19					phrog_15441	VOG37089	VOG:VOG37089	85	4.5e-61	199.1		hypothetical protein
AY441783.1_20					phrog_16567	VOG37091	PHROG:phrog_16567	208	1.8e-141	464.9		hypothetical
AY441783.1_21					phrog_15637	VOG37092	PHROG:phrog_15637	118	1.3e-82	270.0		hypothetical
AY441783.1_22		K08309	COG0741	GH23	phrog_13449	VOG37093	VOG:VOG37093	270	7e-182	599.1		hypothetical protein
AY441783.1_23					phrog_785	VOG00193	PHROG:phrog_785	118	5.4e-31	102.8		holin
AY441783.1_24						VOG37094	VOG:VOG37094	121	3.4e-81	265.3		hypothetical protein
AY441783.1_25					phrog_15890	VOG37095	VOG:VOG37095	95	5.8e-67	218.3		Protein Ku
AY441783.1_26					phrog_14847	VOG37096	PHROG:phrog_14847	161	9.3e-109	356.6		single strand DNA binding protein
AY441783.1_27												Hypothetical
AY257527.1_1												Hypothetical
AY257527.1_2					phrog_6243	VOG02756	PHROG:phrog_6243	168	5.4e-71	233.6		single strand DNA binding protein
AY257527.1_3					phrog_9076	VOG37026	VOG:VOG37026	75	2.7e-46	152.2		hypothetical protein
AY257527.1_4					phrog_8330	VOG37028	VOG:VOG37028	246	1.4e-137	453.6		tail fiber protein
AY257527.1_5		K21237			phrog_1907	VOG00710	PHROG:phrog_1907	735	7.6e-168	556.3		DNA polymerase
AY257527.1_6					phrog_3502		PHROG:phrog_3502	67	1.4e-24	82.7		hypothetical
AY257527.1_7					phrog_9714	VOG37221	PHROG:phrog_9714	51	1.9e-35	116.6		hypothetical
AY257527.1_8					phrog_23030		PHROG:phrog_23030	41	9.9e-34	111.3		hypothetical
AY257527.1_9					phrog_21361		PHROG:phrog_21361	58	3.7e-44	144.8		hypothetical
AY257527.1_10					phrog_8764	VOG37056	PHROG:phrog_8764	146	1.6e-53	176.1		virion structural protein
AY257527.1_11					phrog_9100	VOG37029	PHROG:phrog_9100	81	4.5e-53	173.8		hypothetical
AY257527.1_12					phrog_29621	VOG37220	VOG:VOG37220	103	4.1e-70	228.7		hypothetical protein
AY257527.1_13					phrog_2666	VOG01157	PHROG:phrog_2666	213	5.3e-79	261.3		terminase large subunit
AY257527.1_14					phrog_8056	VOG37030	PHROG:phrog_8056	47	1.3e-33	110.8		hypothetical
AY257527.1_15					phrog_7771	VOG37031	PHROG:phrog_7771	47	3.9e-33	109.3		hypothetical
AY257527.1_16					phrog_9939	VOG37222	VOG:VOG37222	85	2.3e-54	178.0		Uncharacterized protein 9
AY257527.1_17					phrog_5863	VOG06972	PHROG:phrog_5863	357	8.4e-194	639.3		minor head protein
AY257527.1_18					phrog_8076	VOG37032	PHROG:phrog_8076	77	7.9e-47	153.6		hypothetical
AY257527.1_19					phrog_4898	VOG00675	VOG:VOG00675	69	5.8e-27	89.8		Uncharacterized HNH endonuclease L245
AY257527.1_20					phrog_9080	VOG37033	PHROG:phrog_9080	144	6.8e-93	304.5		hypothetical
AY257527.1_21					phrog_15071	VOG37034	VOG:VOG37034	59	8.6e-37	121.4		hypothetical protein
AY257527.1_22					phrog_13072	VOG37035	PHROG:phrog_13072	49	8.6e-35	114.6		hypothetical
AY257527.1_23					phrog_7846	VOG37036	PHROG:phrog_7846	92	1.9e-50	165.3		hypothetical
AY257527.1_24					phrog_8814	VOG37224	VOG:VOG37224	205	7.1e-144	472.7		hypothetical protein
AY257527.1_25		K02395	COG1705	GH73	phrog_8251	VOG37037	PHROG:phrog_8251	251	1.8e-164	541.3		endolysin
AY257527.1_26					phrog_8240	VOG37038	PHROG:phrog_8240	171	4.9e-113	370.7		pentameric base spike protein
AY257527.1_27					phrog_9224	VOG37039	PHROG:phrog_9224	305	3.7e-174	573.9		hypothetical
AY257527.1_28					phrog_10120	VOG37223	VOG:VOG37223	294	6.7e-210	691.0		hypothetical protein
AY257527.1_29		K07273	COG3757	GH25	phrog_291		PHROG:phrog_291	266	3.6e-55	183.8		endolysin
AJ536073.2_1												Hypothetical
AJ536073.2_2					phrog_6243	VOG02756	PHROG:phrog_6243	168	5.4e-71	233.6		single strand DNA binding protein
AJ536073.2_3					phrog_9076	VOG37026	VOG:VOG37026	75	6.4e-46	151.0		hypothetical protein
AJ536073.2_4					phrog_8330	VOG37028	VOG:VOG37028	246	1.4e-137	453.6		tail fiber protein
AJ536073.2_5		K21237			phrog_1907	VOG00710	PHROG:phrog_1907	735	7.6e-168	556.3		DNA polymerase
AJ536073.2_6					phrog_3502		PHROG:phrog_3502	67	1.4e-24	82.7		hypothetical
AJ536073.2_7					phrog_9714	VOG37221	PHROG:phrog_9714	51	1.9e-35	116.6		hypothetical
AJ536073.2_8					phrog_23030		PHROG:phrog_23030	41	9.9e-34	111.3		hypothetical
AJ536073.2_9					phrog_21361		PHROG:phrog_21361	58	3.7e-44	144.8		hypothetical
AJ536073.2_10					phrog_8764	VOG37056	PHROG:phrog_8764	146	1.6e-53	176.1		virion structural protein
AJ536073.2_11					phrog_9100	VOG37029	PHROG:phrog_9100	81	4.5e-53	173.8		hypothetical
AJ536073.2_12					phrog_29621	VOG37220	VOG:VOG37220	103	4.1e-70	228.7		hypothetical protein
AJ536073.2_13					phrog_2666	VOG01157	PHROG:phrog_2666	213	5.3e-79	261.3		terminase large subunit
AJ536073.2_14					phrog_8056	VOG37030	PHROG:phrog_8056	47	1.3e-33	110.8		hypothetical
AJ536073.2_15					phrog_7771	VOG37031	PHROG:phrog_7771	47	3.9e-33	109.3		hypothetical
AJ536073.2_16					phrog_9939	VOG37222	VOG:VOG37222	85	2.3e-54	178.0		Uncharacterized protein 9
AJ536073.2_17					phrog_5863	VOG06972	PHROG:phrog_5863	357	8.4e-194	639.3		minor head protein
AJ536073.2_18					phrog_8076	VOG37032	PHROG:phrog_8076	77	7.9e-47	153.6		hypothetical
AJ536073.2_19					phrog_4898	VOG00675	VOG:VOG00675	69	5.8e-27	89.8		Uncharacterized HNH endonuclease L245
AJ536073.2_20					phrog_9080	VOG37033	PHROG:phrog_9080	144	6.8e-93	304.5		hypothetical
AJ536073.2_21					phrog_15071	VOG37034	VOG:VOG37034	59	8.6e-37	121.4		hypothetical protein
AJ536073.2_22					phrog_13072	VOG37035	PHROG:phrog_13072	49	8.6e-35	114.6		hypothetical
AJ536073.2_23					phrog_7846	VOG37036	PHROG:phrog_7846	92	1.9e-50	165.3		hypothetical
AJ536073.2_24					phrog_8814	VOG37224	VOG:VOG37224	205	7.1e-144	472.7		hypothetical protein
AJ536073.2_25		K02395	COG1705	GH73	phrog_8251	VOG37037	PHROG:phrog_8251	251	1.8e-164	541.3		endolysin
AJ536073.2_26					phrog_8240	VOG37038	PHROG:phrog_8240	171	4.9e-113	370.7		pentameric base spike protein
AJ536073.2_27					phrog_9224	VOG37039	PHROG:phrog_9224	305	3.7e-174	573.9		hypothetical
AJ536073.2_28					phrog_10120	VOG37223	VOG:VOG37223	294	6.7e-210	691.0		hypothetical protein
